page,title,article
https://www.newtimes.co.rw/opinions/rras-effort-impose-mandatory-ebm-invoices-now-affects-all-businesses,"RRA’s effort to impose mandatory EBM invoices now affects all businesses
","A recent announcement from the Commissioner-General (CG) of the Rwanda Revenue Authority (RRA) impacts businesses and other entities claiming tax deductions associated with expenses.,From 1 January 2021 onwards, certain non-VAT registered taxpayers must provide invoices/receipts generated by an Electronic Invoicing System (EIS) - commonly known as EBM - as documentation to support their tax deduction claims.,Although there are a number of challenges with implementing this directive, overall the CG’s announcement should serve RRA’s objective of broadening the uptake of EISs. Since 2013, EISs have helped VAT-registered taxpayers in Rwanda to improve bookkeeping and Value Added Tax (VAT) compliance.,All VAT-registered businesses must provide customers with a certified VAT receipt and as of this writing, approximately 95% of all VAT registered suppliers have an EIS to generate these receipts.,RRA is currently developing a number of software solutions to improve the accessibility, convenience and accuracy of EIS processes. The new EIS applications will be mobile accessible and provide web-based invoicing and online integration with taxpayers’ invoicing systems.,RRA plans to get to the point where audit and tax collections would rely substantially on data analytics derived from EIS data. Going forward, we are likely to see more ‘benchmark audits’ establishing taxpayers’ true sales patterns, using data analytics to flag taxpayers deviating from this pattern and potentially triggering automatic ‘mystery shopper’ audits to verify non-compliance among taxpayers.,Certainly RRA has a tall order of expectations to meet. Modernizing RRA service delivery, broadening the tax base, enforcing tax compliance and supporting development through effective, data-driven tax revenue collection are not idle concerns. Even so, the CG’s announcement requires clarification in a number of areas and, through a process of public engagement, these clarifications have already helped to address some sticky issues.,One challenge associated with extending the scope of EIS to corporate income tax is that not all expenses are supportable by invoices. RRA has clarified by indicating that certain expenses which can be validated through other means, such as payroll costs indicated by PAYE declarations and imported service costs indicated by withholding tax declarations, may qualify for deduction without EIS receipts. Costs associated with the transport of imported goods should be supported by invoices which can be stamped and validated by customs officials, even if the transporters themselves do not issue EIS receipts.,Recently, the CG has issued a series of industry-specific announcements that intend to clarify, streamline and support tax compliance for taxpayers operating in the construction and agriculture sectors. In agriculture, RRA has acknowledged that non-commercial and non-registered small-hold farmers may supply cooperatives, traders or processing factories without issuing EIS invoices/receipts, whereas their trading partners can still benefit from taxable income deductions provided that they keep detailed records of transactions with these farmers. Additionally, a new category of supplies (category D) in EIS software has been introduced which would apply to certain small- and medium-sized entities as non-VAT registered taxpayers and enable them to issue EIS invoices without having to register for VAT.,RRA is likely to continue issuing additional announcements and updates as needed. One sector that would benefit from urgent clarification is the NGO sector. Most NGOs are not in commercial trading and therefore don’t have or need EIS, but RRA could validate the sponsorships/donations received by NGOs through the annual financial statements that they submit and therefore not require them to issue EIS receipts to donors/sponsors.,Another challenge is of a legal nature. Whereas Rwanda’s Tax Procedures Law requires persons who carry out taxable activities to issue invoices generated by EIS, the deductibility of expenses is actually governed by the Income Tax Law. The Income Tax Law only requires taxpayers to substantiate their purchases/expenses with proper purchase receipts - not necessarily EIS invoices. RRA may face legal disputes if they intend to implement CG announcements as law.,In our view, RRA should reinforce the importance of EIS invoices but allow a certain degree of flexibility when auditing taxpayers’ expenses. Whereas EIS invoices should be the , evidence a taxpayer should present as proof of purchase, RRA should be flexible enough to accept other forms of supporting documents if EIS invoices are not available, provided that RRA can validate that the cost was actually incurred and income declared by the other party. The possession of EIS invoices should not be an end in and of itself!"
https://www.newtimes.co.rw/opinions/letter-kigali-lessons-and-questions,Letter from Kigali: Lessons and questions,"When I relocated to Kigali just under two years ago, many people thought I was a bit crazy. Old friends and family outside Africa wondered why I would give up a comfortable life in Austin, Texas to move half-way across the world without a house or job to go to. And new friends and contacts here in Rwanda and East Africa wondered why I would choose to live in Kigali?,I heard many versions of the same joke: “You go to Nairobi to do business. You go to Kampala to party and have fun. And you come to Kigali to go to sleep.”,Yes, Kigali is certainly a lot more sedate than my former home cities of Hong Kong, London, Milan and New York but I have really enjoyed the relative peace, quiet, safety and lack of stress here over the last two years. My Kinyarwanda teacher Denyse tells me, “There is no need for “comfort food” here in Rwanda. All food is good and appreciated.”,After the first year of getting familiar with my new surroundings and learning the ropes, this last year of Corona-enforced solitude in my Kimihurura home has allowed me the cherished time to do a lot more self-refection, career/life prioritization and both professional and creative writing.,It has been very tough at times not hugging and having breakfast tacos with my grown daughter Emma in Texas and not being with close friends, particularly those who have been sick or suffering loss or heartache. But thanks to relatively reliable Wifi, WhatsApp and Zoom have afforded some level of virtual closeness with Emma and with many other friends, colleagues and even clients whom I would probably not have been in such close contact with otherwise.,I even did an animal communication course via Zoom, which came in handy when I inadvertently poisoned my Texan cat Coco last Summer and when one of my adopted street dogs Scout escaped recently. They are both fine now.,As more and more people get vaccinated – including me, hopefully – I know that this period of relative seclusion and tranquility is going to end for both good and maybe not so good.,On the positive side, there will be family reunions and social celebrations again. Some local friends here in Kigali will finally be able to get married properly and I will be able to visit my daughter in Texas in June. And renewed mobility will provide a much-needed remedy for growing “Zoom Fatigue”. One client at a large global foundation just told me that she had 57 web calls last week!,Unfortunately, there will also be pressure to get back into the “busyness” of a return to more “normal” working life, with a barrage of daily, consecutive work meetings, which will now be face-to-face as well as on Zoom; renewed commutes and longer days in the office; irascible bosses and staff gossip; and crowded airports and cramped airplanes.,Hopefully, we can all find a way to retain the good that has emerged during the last year of Covid challenges and restrictions and to avoid repeating old mistakes and unhealthy patterns of behaviour.,The “Three Ms” of Mindfulness, Meditation (or prayer) and Mentoring can help us all to keep up grounded, centered and on track, both personally and professionally. And regular exercise, balanced diet and enough sleep will help too.,And I will continue my search for definitive answers to the following questions about living in Kigali:,1.     Why does Kinyarwanda have 10 classes of nouns and at least nine ways of saying the number Six - ,?,2.     Why do people not use the beautifully groomed public parks for picnics or even just jogging or walking their dogs?,3.     Why do people pass you on the right in their cars in the road but on the left when walking on the pavement/sidewalk?,4.     Why do some taxis have steering wheels on the right and why do many taxi drivers not carry any change at all for a RWF 5,000 note?,5.     Why are there somewhat scary, tall, thin, white grimacing mannequins outside clothing stores?,6.     Why can you usually get dry wine in a restaurant but not always sweet wine?,7.     Why do Rwandans love cows and milk but not see protein-filled yoghurt as a healthy lunch or produce and consume different kinds of cheese (such as fresh Parmesan, which I will begin asking visitors to bring again)?"
https://www.newtimes.co.rw/opinions/editorial-expedite-installation-smart-meters-utilities,"EDITORIAL: Expedite the installation of smart meters  for utilities
","The utility providers, Rwanda Energy Group (REG) and Water and Sanitation Corporation (WSAC), for electricity and water respectively have been talking about the installation of smart meters for a while. However, many homes are yet to have them installed.  ,There are numerous benefits of smart meters. To the consumer, they can tell, in real time, their consumption habits and use the data to manage their consumption.,For electricity, which is prepaid, they can also help clients know when they are about to run out, so they can top up.,With the installed meters today, one only learns they have run out after getting disconnected.,The process of loading more is not only an inconvenience for the client, but is also lost revenue for REG.  ,For water, every month a representative of WASAC visits the client, reads the meter and calculates the bill.,This system has led to consumer complaints about over billing.  With smart meters, clients can monitor and track their consumption, giving them greater control over their bills.  ,In addition to client satisfaction, the smart meters will help curb heft consequently increasing the revenues for the utility providers.,With the availability of these meters on the global market, the utility providers should consider adopting innovative technology to address complaints and enhance their customers’ experience.,It is a win-win. And, with a growing list of customers, especially in urban areas, it is easier to kick-off the implementation now than later.  "
https://www.newtimes.co.rw/opinions/editorial-more-sensitisation-needed-tackle-oral-health-challenges,Editorial: More sensitisation needed to tackle oral health challenges,"On March 20, Rwanda joined the rest of the world to mark Oral Health Day.,Some organisations used the day to carry out several activities to promote oral health awareness.,This comes at the time the state of dental health especially among children is worrying, calling for concerted efforts should be taken to address the problem especially among children.,The efforts should largely focus on prevention rather than treatment because prevention is always cheaper and better.,A 2016 study by Global Burden of Disease revealed that oral diseases affected half of the world’s population (3.58 billion people) with dental caries (tooth decay) in permanent teeth being the most prevalent condition assessed.,Severe periodontal (gum) disease, which may result in tooth loss, was estimated to be the 11th most prevalent disease globally.,In Rwanda, the first oral health survey, which was published in 2018 revealed that nearly two-thirds (64.9%) of the 2097 participants had caries experience and 54.3% had untreated caries.,Among adults 20 years of age and older, 32.4% had substantial oral debris and 60% had calculus.,Rwanda rolled out a strategic plan that seeks to ensure that every health centre gets a dental therapist and a surgeon.,However, dental surgeons are still few.,The University of Rwanda has so far produced over 500 dental therapists and 33 dental surgeons.,To ensure prevention and ease pressure on the health system, there is need for more sensitisation in homes, schools and communities in general.,Dental ailments can be avoided if someone practices basic oral hygiene like brushing teeth every after a meal and avoiding foods that are known to cause cavities.,Dentists believe that kids who consume too much soda and not enough nutritional beverages are prone to tooth decay in addition to serious ailments later in life, such as diabetes and osteoporosis.,Drinking carbonated soft drinks regularly can contribute to the erosion of tooth enamel. There is also need to increase funding for dental health."
https://www.newtimes.co.rw/opinions/laying-foundations-infrastructure-equitable-healthcare-future,"Laying the foundations, infrastructure for equitable healthcare of the future
","Training the future’s health workforce within rural, poor, or vulnerable settings is a sustainable means of addressing global health inequities. Students acquire an understanding and ability to analyse the unique bio-social health challenges faced by marginalized groups, and are therefore better positioned to provide tailored, contextualized care for those most vulnerable. ,Yet while this need evidently exists, too few future health professionals stay within low-resourced settings where the need is greatest, swept up instead in the, of students to train in cities where they will likely be better compensated, and have greater access to resources.,The problem of ‘,’ hangs on two issues: there are too few quality institutions within rural settings, and those that do exist, lack sufficient infrastructure and facilities to compete with the education offered in urban institutions. ,Lack of funding (both upfront and long-term investment) coupled with a lack of properly trained project managers in these areas has resulted in , in rural health institutions, which severely caps the learning opportunities these institutions can provide.,Without funding, many rural institutions will be unable to procure even the most basic equipment, laboratory and classroom space, and online learning capacity systems, the latter which has been critical to the survival of these organisations during Covid-19.,Beyond procurement, without qualified project managers you cannot implement them in a structured and phased way to ensure future sustainability. ,Whilst Covid-19 has resulted in large-scale investment towards healthcare and education infrastructure in urban areas such as,in central London and, in Boston Massachusetts, many rural healthcare and health education facilities including hospitals, health centres, health posts, and medical schools have been left behind.,This lack of funding stems from low tax or revenue base for raising domestic funds, low prioritisation of health in public sector resource allocation, spending inefficiencies, and the widespread misconception that quality medical and learning facilities can only exist and be properly implemented within urban settings.,Public and private institutions, governments and funding organizations need to recognize that by bolstering the institutional infrastructure in rural areas, they create robust foundations to,for all.,The University of Global Health Equity (,), a global health sciences university in the rural north of Rwanda, is proof of this. It’s students benefit from unparalleled learning opportunities within a state-of-the-art campus, whilst also in close proximity to the communities they will go on to serve.,UGHE’s well-equipped science laboratories facilitate anatomy dissection and basic and clinical sciences education, and a sophisticated campus simulation center offers students extensive practice with realistic patient care scenarios.,Classrooms are equipped with modern teleconferencing capabilities to facilitate remote instruction, such as the ability to host virtual anatomy lessons between two continents.,Infrastructure considerations should not stop at practical facilities, though of course these are critical. At UGHE, the strategic planning process extends to making its campus green and environmentally sound, in the knowledge that a conducive learning environment is an important part of student study.,The students and those that serve them - faculty, staff, and campus contractors - study and operate in a deliberately green space, surrounded by trees, butterfly gardens, fish ponds, and the 13.5ft Muhabura volcano in Rwanda’s Volcanoes National park. ,This same principle applies to health facilities such as hospitals and health centers: a green and, is conducive to the provision of high quality medical care and better patient and health worker mental wellbeing.,Across the valley from UGHE’s Campus, , was designed and built to provide high quality medical care and a patient-centered experience. Green energy and infection control features are also among the major guiding forces to its expansion plans that will see it accredited as a teaching hospital for Rwanda's public and private medical schools. ,With Covid-19 putting intense pressure on health care and education institutional systems,  health sectors and health education institutions should embrace , and adaptations to maintain vital services amidst a crisis and efficiently respond to the changing institutional requirements.,Adaptations include transitioning to virtual teaching, and revised campus operational policies and protocols to meet hygiene and social distancing measures. Agility is key to rapid response, supported by the collaboration, task shifting and clear communications between institutional staff who themselves can serve as,Health care and health educational institutional leaders will also need to determine the facilities maintenance approaches and systems that are pertinent to their institutional architecture, engineering and location to accommodate future growth.,UGHE’s Butaro Campus was uniquely built using locally sourced materials for building and a 90% local construction workforce, making maintenance easy, and simultaneously driving socio-economic impact in the surrounding communities.,A mobile-first facility management system, was also acquired to manage the University wide infrastructure. The system allows quick interaction among and between the campus maintenance team and all campus occupants irrespective of where they are.,The campus was also already designed to accommodate crises like Covid-19; private student and staff housing supports social distancing, and pre-existing learning management platforms facilitates virtual teaching. ,The ever-evolving Covid-19 measures warrant agile, adaptable systems and strong facilities management teams to maintain quality health and education services for all. The location of health care and health education facilities should not determine the quality of healthcare and health education facilities located in rural areas.,High quality medical care and education can be, and should be delivered in state-of-the-art facilities in rural areas, to ensure that the health professionals trained are qualified, responsive, and equitable in their approach to delivering care to the communities that need it most."
https://www.newtimes.co.rw/opinions/editorial-regulators-should-reign-gas-prices-save-environment,"Editorial: Regulators should reign in on gas prices to save the environment
","For the past four months or so, there has been an increase in the prices of cooking gas in the country, which saw the commodity increase up to 25 per cent between November 2020 and March this year.,For instance, a 12 kilogramme cylinder rose from Rwf12,000 to Rwf15,500 currently. The increment applied across different quantities and has been gradual, according to consumers.,Other reasons such as high demand driven by the wintertime in western countries that experienced this type of weather conditions have been advanced. ,Naturally, for every layer created, the individual involved wants to make a profit and push the burden down the supply chain. The eventual victim is the end-user.,This is the most plausible explanation for the hike because, the world has over the years been going through similar weather cycles but the spike in gas prices had remained relatively stable previously.,What is happening instead is that as many people embrace gas as a source of energy, mainly due to the vigorous campaign by government aimed at curbing use of wood fuel for cooking, demand has been created.,Subsequently, increased demand has led to an increase in the number of players in the market, hence the multiple layers of supply.,The bad news is, things are getting out of hand, and many families are now increasingly finding cooking gas out of reach.,Some are saying they will be forced to go back to using charcoal or firewood, which will only set us back on the gains made in restoring our forests and expose us further to more brutal effects of climate change.,Already climate change is biting. Just last week, Rwanda Metrological Agency announced that weather patterns had changed in the past couple of years, with the country now experiencing both extremes of the dry and rainy seasons.,All this was attributed to climate change.,Returning to charcoal burning and firewood will only lead to more decimation of our forests and exposing us further to more brutal climate change effects.,Government should therefore do two things; regulate prices for gas which will discourage the unscrupulous distributors, and, where necessary, subsidise the commodity to make it affordable for more families."
https://www.newtimes.co.rw/opinions/firms-knee-upon-our-neck-can-we-breathe,"With The Firm’s knee upon our neck, can we breathe?
","When, with the breakout of this pandemic, the world community – at least most of it – was said to be joining a platform that would ensure a vaccine for everyone on earth, rich or poor, we ‘Third-Worlders’ threw a party. For once, we were going to be part of everyone.,And come April last year, the World Health Organisation (WHO) must have celebrated, too. COVAX as the platform that would ensure equal access for everyone was here.,“Coordinated by Gavi, the Vaccine Alliance, the Coalition for Epidemic Preparedness Innovations (CEPI) and us”, cooed WHO, COVAX would ensure participating countries get vaccines. Governments, global health organisations, manufacturers, scientists, private sector, civil society, philanthropy, COVAX attracted their contributions all.,It would literally be a lifeline for every earthling. For it was true: “COVAX was the only global solution to this pandemic.”,Its aim was to have two billion doses available initially so that, in case of rich countries going for bilateral deals and swallowing up vaccines like kids swallow up candy, there’d be enough for also low-income economies. 5% would be put aside for those under nobody’s care, like refugees.,After all, as far as Covid-19 is concerned, no one is safe until everyone is safe.,It made sense to all economies.,Until the first vaccines were approved and all hell broke loose! The “in-case-of-rich-countries going-for-bilateral-deals……..” chickens had come home to roost.,It was a scene direct out of Capitol Hill, when frenzied Trump fanatics stormed The Capitol.,The grabbing and hoarding reminded you of the 2011 England/London riots that followed the shooting dead of Mark Duggan at the hands of police. Remember how looters braved shootings that saw five more deaths and arson to break into and ransack shops?,It was a madness that shook the UK and shocked us all.,You may also remember the 2016 Louisiana (USA) flooding. The dangerous floods that drowned or swept away whole buildings and occupants were not deterrent enough for looters. Nor was the fact of some of their own being swept away in looted vehicles laden to their racks with loot.,It was bad enough seeing such mayhems that involved citizens in parts of these advanced societies, but seeing their governments also engage in similar barbarity? In this 21st century, surely!,You’d have thought that their past destructions of innocent societies to their south, east and west would have injected some remorse in their hearts. And maybe taught them the virtue of living in gainful, mutual symbiosis.,Gullible us, we never remembered the old adage: “A leopard never changes its spots”.,So, whole governments descended on vaccine manufacturers to grab and hoard more than their citizens needed, some having paid way before the vaccines were manufactured, let alone approved, and to hell with the rest of the world!,In fact, we watched in stupefaction as wrangles broke out amongst them, as they accused one another of keeping vaccines to themselves and denying them others. But, as we’d suspected, it proved to be a little matter among them. It was all in the family.,They are a family, an institution; they are The Firm.,And The Firm can press its knee on anybody but one of their own.,“No one is safe until everyone is safe”? A fig for that!,But first, disclaimer: I haven’t gone personal with Trump, the interview between absconded royals and Oprah or a cartoon in a French magazine. It’s only my imagination running away with me.,As I was saying, then, ‘Third-Wolders’ were left to pick the crumbs.,Here in Rwanda, we partnered with others to obtain some vaccines. Then we got some more from whatever WHO and its COVAX managed to put together for the Third World and should get yet some more from the African Union.,With over 2% of Rwandans vaccinated in only these past weeks, we can already boast some acts of goodwill that The Firm can never dream of.,Where in their countries government leaders jumped the que to get the shot before others in a show of heartless leadership, here first cases came first. This meant frontline healthcare workers, guidelines-enforcers, high-risk/vulnerable people and people in crowded places like prisons.,Prison one terrorist-suspect member of which is happy that he met a pastor who delivered him unto vaccine-nirvana land, where he escaped from waiting for eons. But that’s a by-the-way.,After the other said-vaccinated, followed those whose interactions, and in places where capacities, could be regulated: people in leadership of all areas, in markets, transport, construction, et al.,All of the above which are not what Rwanda boasts that The Firm can’t. Rather, it’s that being host to refugee camps, she did not leave out any of the refugees in that vaccination effort.,The small lesson: in the eyes of Powerful Mother Nature, we are all simple little earthlings that should live harmoniously together. And as such, either we swim together or we’ll sink together.,The great lesson: Covid-19 demonstrates that anybody in all of humanity can fail to breathe, knee on neck or none.,On a different note, let’s remember the passing-away of President John P. Magufuli. RIP, Raisi."
https://www.newtimes.co.rw/opinions/everyone-should-choosetochallenge-gender-stereotypes-and-gender-bias,"Everyone should #ChooseToChallenge gender stereotypes and gender bias
","This year’s theme for International Women’s Day, “Choose to Challenge”, encourages everyone to call out gender bias and inequality, hailing the notion that from challenge comes change and that change leads to transformation. Even though it will take years to attain gender equality, it is everyone’s responsibility to challenge gender stereotypes and harmful social norms.,Being a girl, I can testify that these gender stereotypes are real and have affected me in one way or another. An example of a victim of gender stereotyping is a girl growing up with her self-esteem, ambition and expectations already curved to fit the society in which she is raised.,Her choices for her own sexual and reproductive health are based upon norms that regulate women’s freedom, particularly in regard to their sexual identity and life, resulting in restrictions on her sexual and reproductive rights. Her choice to reject bride price, for instance, should be respected and valued.,Another example of gender stereotype is an empowered woman who chooses to go to school, get her degrees, build her own house, but is questioned by society about whether she will ever find a man who will marry her.,Due to the perception that her achievements intimidate men and will put her at risk of not finding a man, they question whether she will end up alone for the rest of her life. However, if these successes were logged by her male counterpart, this man would be labelled as a strong and successful person.,He will still be praised by society even if he chooses not to marry and no one will be bothered if he ends up alone and dies without marrying.,Violence against women and girls is also rooted in the patriarchal power imbalance between men and women, and in the dominant belief that men protect, provide for and have authority over their family and that good women prioritize their family’s health and wellbeing. After marriage, women’s most important role is to serve their husbands and raise their children.,According to the United Nations, “a gender stereotype is a generalised view or preconception about attributes, or characteristics that are or ought to be possessed by women and men or the roles that are or should be performed by men and women. Gender stereotypes can be both positive and negative for example, ‘women are nurturing’ or ‘women are weak’”. Gender stereotyping is the act of placing these attributes on to a woman or man solely because of their membership in the social group of women or men.,The strongest forces behind gender gaps are harmful social norms and stereotypes which limit the expectations of what women and men can or should do. These barriers discriminate against women. They are deeply ingrained and all around us.,Confronting and changing stereotypes is therefore vital to evolving how both women and men are able to operate in a society. This responsibility touches each and every facet of people’s lives, from what they see and experience at home, to what they learn at school, and how they are treated at work or on the streets.,When challenging these stereotypes and biases, we should be confident and firm, because women’s rights are human rights. Change doesn’t happen overnight, but speaking up will bring about transformation.,If we all choose to speak up, and challenge harmful social norms and stereotypes, we may inspire people to find the courage to speak up for themselves, and slowly bring the change we want to see.,It is everyone’s obligation to reshape these stereotypes; this shared goal’s success will have an impact on us all. Gender transformative approaches should include people of all ages, all genders, professionals in all services, and leaders in all structures if our central goal is to bring about gender equality, non-violence and power sharing.,T"
https://www.newtimes.co.rw/opinions/editorial-miss-rwanda-2021-contest-digitisation-lesson-businesses,"EDITORIAL: Miss Rwanda 2021 contest is a digitisation lesson for businesses
","If there were any doubts about the necessity of digital transformation to business sustainability, the Covid-19 pandemic has silenced them.,Organisers of Miss Rwanda beauty pageant announced that this year’s contest will be streamed on YouTube, with viewers paying 3 USD (Rwf 3,000) to watch the finale, scheduled to take place on Saturday, March 20, 2021.,When it was revealed that this year’s context will have a digital component to it, the reactions were mixed, with many asking why not postpone the context until people are allowed to gather again.  The organisers disagreed and went ahead with their digital plans focusing on the positives and future.,By going digital, the contest will reach larger audiences, boost engagement, build community and grow their revenue and influence as well as exposure beyond Rwanda’s borders.,When the coronavirus spread across the globe, changes become instant. In Rwanda, shortly after the first case was reported, orders were issued to stay home, large gathering were banned, and in-person businesses were restricted.,One year down the road, some of the restrictions are still in place and so is the virus. As a result, schools, organisations and businesses figured out how to use technology to continue their operations, serve their customers and more importantly, remain in business.,Before the pandemic, talk of digitisation was rife among businesses and organisations. Some had already kicked-off implementation of their digital strategies and others had it within their priority plans. However, what covid-19 has done, is to expedite these plans. Companies have been forced to seek digital solutions and invest in digital to future-proof their businesses.,According to a survey conducted by McKinsey & Company, a New York-based management consulting firm, as of July 2020, globally about 55 percent of products and/or services are fully or partially digitized, compared to 35 percent in December 2019 and 28 percent in May 2018, both before the pandemic.  ,The survey titled “How Cocvid-19 Has Pushed Companies Over The Technology Tipping Point—And Transformed Business Forever.” was conducted on-line from July 7 to July 31, 2020.,Twilio, an American cloud communications platform also surveyed more than 2,500 company decision makers about digital transformation and the results indicated that digital transformation had been accelerated by up to six years within their organisations.,According to the study, 97% of executives said the pandemic sped up their digital transformation, 95% said they’re looking for new ways to engage customers and 79% said Covid-19 propelled them to increase budgets for digital transformation.,While many may have scoffed at the Miss Rwanda contest for going digital, many more will acknowledge that the adoption of digital strategies opens a new world of opportunities, irrespective of the field you operate in. And, the pandemic has only served to remind the laggards that, with very rare exception, operating digitally is the only way to stay competitive in this new business and economic environment."
https://www.newtimes.co.rw/opinions/celebrating-revamped-kigali-car-free-zone-imbuga-city-walk,"Celebrating a revamped Kigali car free zone (Imbuga City Walk)
","This week, we woke up to big news that the long awaited ‘Imbuga City Walk’ project on Kigali’s car free zone, as we know it, has come to fruition. The street will be transformed into ‘a recreational and green space’, whose implementation is on the move and expected to be complete within three months.,The news further detailed the project components as: pedestrian and cycling friendly pavements; green corridor landscaping; kiosks for food court and other items; exhibition zone; and kids’ playground. Several support facilities will also be in place such as; street benches and free WiFi; city lounge and arcade; pedestrian-friendly street lamps and public toilets. What more can we ask?,On 15th September 2015, I started making opinion column contributions in this newspaper, having been inspired by the then active debate on the events and aspirations on the car free zone.,I recall celebrating the move the City of Kigali had made in setting precedent on the war against the ‘asphalt and concrete jungle’ that has been attacking cities from all ends in this era of rapid urbanization.,At the time, I was only beginning my doctoral studies, on the topic of public space, disturbed by the fact that many cities especially in the global south have shown only marginal expansions in their public open space, despite the overwhelming expansion of the built environment.,Kigali’s intention to host her first ever car free zone at that point in time was indeed a terrific inspiration, as it served as a living testimony that cities can, after all, pay attention to their quality of urban life in unique ways, opening up possibilities in which streets could become successful social spaces.,Many other streets in Kigali remain ubiquitous with car use and hence why the idea of a car free zone, with pedestrians deserving a higher priority that vehicles that have growingly dominated the space, becomes an exciting one.,Over the last five years, we have had several pieces written on the topic of Kigali’s car free zone, published in this paper or elsewhere, and most of them have been sharing the concern that the street remained dead over a longer period of time, than expected.,The opinions, based on the optimism of the zone, have been good and healthy, as they kept a constant reminder to the city urban planners to fast track the process but we may not be having a lot of pace now to complain and rant about the absence of life and vibrancy on the street. The city has finally moved forward to nail it and basically we have been given three months, while the city completes the project, to start planning our activities on the Imbuga City Walk, obviously in respect to existing health protocols.,Considering that for the last 12 months we have largely been spending time in our homes or neighbourhoods, with travel restrictions in place and calls for social distancing as a way to prevent the spread of the Covid-19 virus, this news is both timely and relevant to us all. ,But just what will make the Imbuga city walk work?,The first conversation is around the concern of empty street. To ensure that the street does not remain ‘dead’ as we have critiqued it to have been, it will need people and activities. You and I will need to make intentional decisions to show up and be present there.,Obviously before the new design that is being implemented now, it was still difficult for the street to attract people and activities. There was not so much to do there, the zone, although absent of vehicles, was still not comfortable as it was without basic support facilities and amenities.,Now that there is a purposeful design in place, that is aiming to transform the zone into recreational and green space, one would expect that the addition of support facilities, improved accessibility, better linkages, safety and comfort, would make it substantially attractive leading to a more active and vibrant public space.,The second is around the businesses along the street. There has been concerns shared on the survival of businesses along the street, whose presence is of paramount important to the survival of the Imbuga city walk, but whose survival ought to be also supported by the public space.,This dialectic relationship is important since the street business will be affected by the street design changes. Hopefully, the case of a participatory design process, in which the business owners were involved in the conversations during both the design and implementation of the car free zone is expected to introduce business-friendly design elements that support both the social life as well as the economic life of the street.,Obviously business serve customers on their feet, not in their cars and hence the project increment in users of the Imbuga City Walk may as well bring in more customers to the adjacent businesses. The business on this zone have also been offered working service lanes parallel to the KN4 street and if they have survived the last 5 years of an empty street, they can only expect to do much better now.,The third is around equitable access. It is expected that the city walk will attract many more people than it has been doing in the last five years. Visitors will be drawn from the different economic levels and so a consideration in ensuring efficient bus transit from the various neighbourhoods in Kigali and other bus terminus, with efficient bus stops on either sides of the zone, would be very useful to the many visitors, especially the low-income citizen who rely on buses.,Bicycle lanes are already incorporated in the zone and this is expected to boost the already arising trend in cycling in Kigali.,The newly designed public space will be a container of multiple human activities, making it better capable of catering for our functional, social, and recreational needs in a more successful manner. This way, the Imbuga City Walk is expected to increasingly and positively associate with economic growth, better physical health of people and a stronger sense of community."
